   0.0000000e+00   1.0000000e+01
   1.6800000e-01   1.0932812e+01
   3.3600000e-01   1.1037285e+01
   5.0400000e-01   1.0868780e+01
   6.7200000e-01   1.1432757e+01
   8.4000000e-01   1.2497438e+01
   1.0080000e+00   1.2978563e+01
   1.1760000e+00   1.2751920e+01
   1.3440000e+00   1.2858164e+01
   1.5120000e+00   1.3756940e+01
   1.6800000e+00   1.4554193e+01
   1.8480000e+00   1.4496722e+01
   2.0160000e+00   1.4231037e+01
   2.1840000e+00   1.4718284e+01
   2.3520000e+00   1.5622466e+01
   2.5200000e+00   1.5871250e+01
   2.6880000e+00   1.5450183e+01
   2.8560000e+00   1.5425500e+01
   3.0240000e+00   1.6157336e+01
   3.1920000e+00   1.6695731e+01
   3.3600000e+00   1.6370951e+01
   3.5280000e+00   1.5914780e+01
   3.6960000e+00   1.6234927e+01
   3.8640000e+00   1.6895072e+01
   4.0320000e+00   1.6846060e+01
   4.2000000e+00   1.6183682e+01
   4.3680000e+00   1.5989238e+01
   4.5360000e+00   1.6519880e+01
   4.7040000e+00   1.6779412e+01
   4.8720000e+00   1.6188314e+01
   5.0400000e+00   1.5556156e+01
   5.2080000e+00   1.5727849e+01
   5.3760000e+00   1.6170881e+01
   5.5440000e+00   1.5869506e+01
   5.7120000e+00   1.5028353e+01
   5.8800000e+00   1.4732345e+01
   6.0480000e+00   1.5132467e+01
   6.2160000e+00   1.5195683e+01
   6.3840000e+00   1.4437817e+01
   6.5520000e+00   1.3737266e+01
   6.7200000e+00   1.3866780e+01
   6.8880000e+00   1.4202155e+01
   7.0560000e+00   1.3770399e+01
   7.2240000e+00   1.2881962e+01
   7.3920000e+00   1.2613471e+01
   7.5600000e+00   1.3007228e+01
   7.7280000e+00   1.3002800e+01
   7.8960000e+00   1.2215250e+01
   8.0640000e+00   1.1581945e+01
   8.2320000e+00   1.1794700e+01
   8.4000000e+00   1.2142972e+01
   8.5680000e+00   1.1705427e+01
   8.7360000e+00   1.0894320e+01
   8.9040000e+00   1.0766269e+01
   9.0720000e+00   1.1253677e+01
   9.2400000e+00   1.1278686e+01
   9.4080000e+00   1.0558811e+01
   9.5760000e+00   1.0080317e+01
   9.7440000e+00   1.0446563e+01
   9.9120000e+00   1.0867380e+01
   1.0080000e+01   1.0482011e+01
   1.0248000e+01   9.8000518e+00
   1.0416000e+01   9.8472214e+00
   1.0584000e+01   1.0446573e+01
   1.0752000e+01   1.0513656e+01
   1.0920000e+01   9.8713263e+00
   1.1088000e+01   9.5449113e+00
   1.1256000e+01   1.0043422e+01
   1.1424000e+01   1.0505330e+01
   1.1592000e+01   1.0139514e+01
   1.1760000e+01   9.5482060e+00
